Date,Tesla Stock Price,%-Change,Change,Text,likes,retweets,replys,polarity_textblob,sentiment_textblob,polarity_nltk,sentiment_nltk
2019-12-12,71.93599700927734,1.9790134329906284,Higher, we are literally a brain in a vat. the vat is your skull. everything you think is real is an electrical signal. feels so real though.,7493,729,797,0.2,positive,0.0,neutral
2019-12-12,71.93599700927734,1.9790134329906284,Higher,games only render what you look at when you look at it as the compute load would otherwise be impossibly high. until observed objects are a probability function aka quantum mechanics. ,52330,4085,1654,0.08,positive,0.0,neutral
2019-12-12,71.93599700927734,1.9790134329906284,Higher,meant to say is render speed. frame rate is locked.,22511,508,474,0.0,neutral,0.0,neutral
2019-12-12,71.93599700927734,1.9790134329906284,Higher, there are 2 type of people those who understand binary  those who dont. and those who werent expecting a ternary joke.,1920,105,91,0.0,neutral,-0.2235,negative
2019-12-12,71.93599700927734,1.9790134329906284,Higher,way too many paywalls  spawn points,55306,2501,601,0.5,positive,0.0,neutral
2019-12-12,71.93599700927734,1.9790134329906284,Higher, seriously the npc dialog tree should have more options,19241,609,104,0.08333333333333334,positive,-0.1779,negative
2019-12-12,71.93599700927734,1.9790134329906284,Higher,just read the instructions,77053,3627,1062,0.0,neutral,0.0,neutral
2019-12-12,71.93599700927734,1.9790134329906284,Higher,if life is a video game the graphics are great but the plot is confusing  the tutorial is way too long,713210,160421,9779,0.012500000000000008,positive,0.0516,positive
2019-12-12,71.93599700927734,1.9790134329906284,Higher,root of energy to mass ratio is max render speed of the simulation,70232,4202,1610,0.0,neutral,0.2732,positive
2019-12-12,71.93599700927734,1.9790134329906284,Higher,math jokes have a small audience,53900,2281,983,-0.25,negative,0.25,positive
2019-12-12,71.93599700927734,1.9790134329906284,Higher,kids these days have no respect! ,112484,9200,1887,0.0,neutral,0.2942,positive
2019-12-13,71.6780014038086,-0.3586460411961423,Lower,               age of napoleon is excellent,1085,62,77,1.0,positive,0.5719,positive
2019-12-13,71.6780014038086,-0.3586460411961423,Lower, this is how we will view fossil fuel cars,1763,90,86,0.0,neutral,0.0,neutral
2019-12-13,71.6780014038086,-0.3586460411961423,Lower, crossing scurves standard for tech transitions,2401,94,48,0.0,neutral,0.0,neutral
2019-12-13,71.6780014038086,-0.3586460411961423,Lower, nice to meet you,14910,342,97,0.6,positive,0.4215,positive
2019-12-17,75.7979965209961,-0.6579377597418778,Lower,  some good ideas here!,1405,66,204,0.875,positive,0.4926,positive
2019-12-17,75.7979965209961,-0.6579377597418778,Lower, telemetry indicates soft touchdown on the water so fairing might still be reusable,11852,305,361,0.1,positive,0.0,neutral
2019-12-18,78.62999725341797,3.736247476722432,Higher,  i think we can improve that with a little software optimization,1289,55,81,-0.1875,negative,0.6395,positive
2019-12-18,78.62999725341797,3.736247476722432,Higher, this is a great meme ,5377,87,58,0.8,positive,0.6249,positive
2019-12-18,78.62999725341797,3.736247476722432,Higher, mcu infotainment computer upgrade not recommended imo. isnt needed for full selfdriving  cost is 2k for limited entertainment improvements.,1824,72,152,0.1392857142857143,positive,0.3834,positive
2019-12-18,78.62999725341797,3.736247476722432,Higher,never trust cynics as they excuse their own bad deeds by telling themselves everyone does it,121036,14982,1782,-0.04999999999999997,negative,-0.6888,negative
2019-12-19,80.80799865722656,2.7699370213496,Higher,you dont hear much about element 43,67016,2727,2510,0.2,positive,0.0,neutral
2019-12-19,80.80799865722656,2.7699370213496,Higher,   no as thats og mobileye hardware,699,37,28,0.0,neutral,-0.296,negative
2019-12-19,80.80799865722656,2.7699370213496,Higher,  this is quite a thorny hardware problem as there are many diff versions of mcu  autopilot computer  supporting hardware. cars last so much longer than phones! hopefully able to upgrade mcu1  ap2.0 in a few months.,573,51,64,0.21666666666666667,positive,0.1369,positive
2019-12-19,80.80799865722656,2.7699370213496,Higher,this mode will show pic of moth  play the smiths,34965,923,323,0.0,neutral,0.34,positive
2019-12-19,80.80799865722656,2.7699370213496,Higher,tesla moth mode better late than never ,170808,18058,1142,0.1,positive,0.4404,positive
2019-12-19,80.80799865722656,2.7699370213496,Higher,   yes just costs a few thousand dollars  is more complex than a board swap. bunch of connectors  antennas need to change. we can improve the speed a little with software optimization which might be enough.,747,36,40,-0.0375,negative,0.7867,positive
2019-12-20,81.11799621582031,0.38362236875670863,Higher,  orbit is hard. best wishes for landing  swift recovery to next mission.,10919,518,182,0.23611111111111108,positive,0.7351,positive
2019-12-20,81.11799621582031,0.38362236875670863,Higher,  does it like the smiths? ,3827,200,177,0.0,neutral,0.3612,positive
2019-12-20,81.11799621582031,0.38362236875670863,Higher,  needs a few more days of validation then early access then wide release,2341,117,116,0.07500000000000001,positive,0.0,neutral
2019-12-20,81.11799621582031,0.38362236875670863,Higher,tesla holiday software update has fsd sneak preview stardew valley lost backgammon  a few other things,60129,2798,1668,-0.1625,negative,0.1027,positive
2019-12-23,83.84400177001953,3.360543506210978,Higher,whoa  the stock is so high lol,221467,16212,4929,0.48000000000000004,positive,0.4728,positive
2019-12-24,85.05000305175781,1.4383870715597435,Higher, they should double down on insanity of cats. right move.,1035,38,81,0.04338624338624337,positive,-0.5719,negative
2019-12-24,85.05000305175781,1.4383870715597435,Higher, he was awesome. i squared r heating is why room temp superconductors arent needed to carry power long distances efficiently. just jack up voltage.,2589,115,103,0.475,positive,0.7783,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,    it is an honor  a privilege to work with so many great engineers,2131,110,64,0.65,positive,0.8773,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,   the overarching goal of tesla engineering is maximize area under user happiness curve,2194,158,107,0.7,positive,0.5574,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,   its not that these things cant be done they just absorb a lot of software engineering time which has great opportunity cost. there are very few excellent software engineers  merely increasing team size results in awful bloatware.,1887,118,84,0.008000000000000007,positive,0.835,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,turn on auto navigate feature  car will activate trafficbased navigation to work home or calendar depending on context as soon as you sit down. no input required at all.,43603,1838,1113,-0.15555555555555559,negative,-0.296,negative
2019-12-26,86.18800354003906,1.3380369752470367,Higher,  possible but one step at a time. anything we release to the fleet has big implications these days. for exle if someones on data roaming  video is enabled they will get a giant cell phone bill. operating in 40 countries results in many corner cases!,1832,82,81,0.15625,positive,0.0,neutral
2019-12-26,86.18800354003906,1.3380369752470367,Higher,  seeing b pillar diagonal fwd  side repeater diagonal back camera views would probably help for tight situations. we can enable access to these views. also no problem to have option to disable auto lock for home.,1463,68,99,-0.08928571428571429,negative,-0.296,negative
2019-12-26,86.18800354003906,1.3380369752470367,Higher, were building out superchargers as fast as possible! need to r v3 supercharger production.,867,50,67,0.1,positive,0.0,neutral
2019-12-26,86.18800354003906,1.3380369752470367,Higher, phone notification with ability to view possibly relevant still images is no problem. live video from several cameras is too much bandwidth.,3149,100,146,0.18409090909090908,positive,-0.3818,negative
2019-12-26,86.18800354003906,1.3380369752470367,Higher, most people still dont know its there,2656,62,84,0.5,positive,0.0,neutral
2019-12-26,86.18800354003906,1.3380369752470367,Higher,just swipe down on tesla nav button for car to automatically navigate to home work or destination in calendar,56053,2021,1066,-0.15555555555555559,negative,0.0,neutral
2019-12-26,86.18800354003906,1.3380369752470367,Higher,       if you enter a longer distance than range system should autonav to optimal superchargers along the way. is it not doing this correctly?,928,33,172,0.0,neutral,0.3612,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,"      merry christmas 
hope youre enjoying latest software update!",1663,97,179,0.5625,positive,0.8777,positive
2019-12-26,86.18800354003906,1.3380369752470367,Higher,      car should autonavigate to destinations based on your calendar. if nothing in calendar should do work in morning  home in evening. future versions will guess based on prior patterns if preference enabled.,1011,63,101,0.0,neutral,0.0,neutral
2019-12-26,86.18800354003906,1.3380369752470367,Higher, that is odd. try pressing both scroll wheel buttons to reboot. have forwarded this to service.,6077,112,62,-0.16666666666666666,negative,-0.3182,negative
2019-12-27,86.07599639892578,-0.12995676487765895,Lower,was up all night with spacex team working on starship tank dome production most difficult part of primary structure. dawn arrives  ,98726,5697,2007,0.13333333333333333,positive,-0.4201,negative
2019-12-27,86.07599639892578,-0.12995676487765895,Lower, please stop spamming bleak links into a paywall,3299,91,106,-1.0,negative,-0.4588,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,rest in peace syd mead. your art will endure.,48524,2327,454,0.0,neutral,0.5423,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  many ways to solve this problem but the power requirements are much higher than aircraft control surfaces. when moving giant body flaps rapidly achieving high power is much harder than high torque.,1163,56,28,0.16166666666666668,positive,-0.1686,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  building prototypes is relatively easy volume production is hard,877,49,30,0.07083333333333333,positive,0.3612,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, headed to tesla fremont factory tomorrow to help with vehicle deliveries,2273,178,159,0.0,neutral,0.4019,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, biting off more than i can chew. because im an optimistic fool.,1955,125,134,0.5,positive,-0.1531,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower, hard to believe its almost time to retire cargo dragon after a decade of solid service,3310,148,90,-0.14583333333333334,negative,0.0516,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, will talk about that on q4 call,2053,105,78,0.0,neutral,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower, yeah engineering is 90 of my time at spacex  about 60 at tesla,1921,112,60,0.0,neutral,0.296,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  took me an embarrassingly long time to learn that,1352,59,47,-0.05,negative,-0.4019,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  beyond awesome. he was the real deal.,645,34,12,0.6,positive,0.6249,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, seems so long ago,942,54,37,-0.05,negative,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower, also i hate deeply nested classes in c. had to be said.,1767,126,79,-0.4,negative,-0.5719,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower, the less code the better! 1 point for adding a line of code but 2 points for deleting a line. bloatware is the devil.,4115,405,107,0.22916666666666669,positive,-0.7632,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower, direct drive using several tesla plaid motors in parallel for sn1. simpler lighter  more fault tolerant. rear flaps each need 1.5 megawatts. its like moving the entire wing of an aircraft!,1667,119,44,0.12,positive,0.2908,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,    tesla merch def needs some love but too many fish to fry rn,796,41,57,0.5,positive,0.3818,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  tesla uses that to wirebond cells to module current collectors. is there a commercially available machine that can weld 4mm full hard 301 stainless barrels  domes?,640,38,24,0.13166666666666665,positive,-0.1027,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,   were focusing on boca right now for starship  cape is focused on falcondragon,756,48,28,0.2857142857142857,positive,0.3818,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, spin start from copvs so the ox  fuel turbines spool up super fast in unison. a precise start with full flow staged combustion is very important.,1353,60,29,0.36066666666666664,positive,0.7178,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  moving to an enclosed fairly clean room environment for sn2 in jan although unlike aluminum stainless steel welding is not super sensitive. our main issue here in boca is that it can get very windy which affects weld arc  steel melt pool.,466,37,23,0.14444444444444446,positive,-0.1144,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower, no will be autogenous from the start tapping hot ch4  o2 from raptor,1331,61,22,0.25,positive,-0.296,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower, best would probably be an autogenous laser weld but we need more precise parts  fixtures. hopefully get that done in 2020.,1525,78,39,0.6333333333333333,positive,0.7311,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, almost everything is different. these parts are sted vs manually bumpformed  tip tig welded vs flux core. higher precision stronger joints  20 mass reduction.,1877,106,49,0.125,positive,0.3818,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, we use that process for the raptor nozzle jacket. the knuckles of this dome are sted in michigan with a 4000 ton car body press which costs much less for same outcome.,1288,61,30,-0.08333333333333333,negative,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower,almost three now. boca team is crushing it! starship has giant dome  ,27312,1126,464,0.25,positive,-0.4199,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,   crew dragon is capable of propulsive landing but would require extensive testing to prove safety. better to focus on starship.,921,49,19,0.2333333333333333,positive,0.8537,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  new technology development schedules tend to exhibit a version of zenos paradox  at any given point youre halfway there,1694,111,59,0.13636363636363635,positive,-0.1027,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  crew dragon should be physically ready  at the cape in feb but completing all safety reviews will probably take a few more months,3644,205,75,0.16666666666666666,positive,0.6652,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,simulation of first crewed flight of falcon 9  dragon 2020  ,133532,18845,3889,0.25,positive,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower,8 years later the simulation is mostly real,26856,1018,413,0.1,positive,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower,   amazing work by tesla china team!! ,2634,151,94,0.9375000000000001,positive,0.658,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,   tesla app based payment will soon be rolled out ww. its tough making functionality work across so many regulatory domains.,597,42,29,0.05555555555555555,positive,-0.128,negative
2019-12-30,82.94000244140625,-3.643285107018135,Lower,   is purchasing through the tesla app not working?,329,25,20,0.0,neutral,0.0,neutral
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  i def believe in the ethical treatment of animals  taking action of climate but these are mostly separate moral issues,1479,84,86,0.2,positive,0.2846,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower,  renewable energy production solar wind geothermal improving home insulation  electric transport will do the trick. veganvegetarian helps a little but isnt critical. we should take the set of actions that maximize total public happiness!,1815,207,163,0.1375,positive,0.8857,positive
2019-12-30,82.94000244140625,-3.643285107018135,Lower, i support people choosing whatever diet makes them happy but its true that everyone going vegan still wouldnt stop climate change. moving billions of tons of hydrocarbons from deep underground into the atmosphere  oceans is fundamentally the issue.,5681,878,332,0.3833333333333333,positive,0.8493,positive
2019-12-31,83.66600036621094,0.8753290371766864,Higher,  its a bit slow,11646,424,375,-0.30000000000000004,negative,0.0,neutral
2019-12-31,83.66600036621094,0.8753290371766864,Higher, its not ready yet,1750,50,91,-0.1,negative,-0.2755,negative
2019-12-31,83.66600036621094,0.8753290371766864,Higher,  thanks all tesla club members for helping out! looking forward to seeing you there tomorrow. ,3045,152,110,0.25,positive,0.6588,positive
2020-01-06,90.30799865722656,1.9254659401281682,Higher, the nirvana baby is about a year away from turning 30,2039,137,112,0.0,neutral,0.0,neutral
2020-01-07,93.81199645996094,3.880052547763979,Higher,  i havent crosschecked rcs pulses with the mli dimpling on the video but its most likely the cause,1485,48,39,0.25,positive,0.0,neutral
2020-01-07,93.81199645996094,3.880052547763979,Higher, since theres only one main engine which gives pitch and yaw control roll control is provided by the nitrogen attitude control thrusters,3656,129,77,0.08333333333333333,positive,0.0,neutral
2020-01-07,93.81199645996094,3.880052547763979,Higher,"  looks like a thin flat round ufo on a stick. starlink terminal has motors to selfadjust optimal angle to view sky. instructions are simply
   plug in socket
   point at sky
these instructions work in either order. no training required.",2766,249,216,-0.15625,negative,0.4215,positive
2020-01-07,93.81199645996094,3.880052547763979,Higher,  just tryin to grow my follower count on pornhub ,19104,1547,307,0.0,neutral,0.0,neutral
2020-01-07,93.81199645996094,3.880052547763979,Higher,at tesla giga shanghai nsfw!! ,275682,31411,6393,0.0,neutral,0.0,neutral
2020-01-07,93.81199645996094,3.880052547763979,Higher, bossart was boss art!,759,36,34,0.0,neutral,0.0,neutral
2020-01-08,98.4280014038086,4.920484712014184,Higher," king of the goblins
master of the labyrinth",4680,155,136,0.0,neutral,0.0,neutral
2020-01-08,98.4280014038086,4.920484712014184,Higher," tesla china team 
     such amazing progress!!",85209,2620,1458,0.46875000000000006,positive,0.8011,positive
2020-01-09,96.26799774169922,-2.1945011900097344,Lower,i put the art in fart,400969,56171,6882,0.0,neutral,0.0,neutral
2020-01-10,95.62999725341795,-0.6627337258983124,Lower, every tank under pressure is a balloon tank  its just question of degree. starship tanks are not balloon tanks like atlas in sense that they dont collapse when depressurized on the ground.,1297,50,43,0.0,neutral,-0.1179,negative
2020-01-10,95.62999725341795,-0.6627337258983124,Lower,   everything is compressible but liquid compression at these pressures is not significant. however the tanks do expand under pressure creating a bit more volume. keeping propellant super cold has a big effect on density of 10 in case of ch4.,1765,77,51,0.009166666666666656,positive,0.6664,positive
2020-01-10,95.62999725341795,-0.6627337258983124,Lower,   a given tank pressure is needed to feed the engine turbopumps  pressurestabilizerelieve compression load on the cylinder walls,1711,76,21,0.0,neutral,-0.296,negative
2020-01-10,95.62999725341795,-0.6627337258983124,Lower,   dome to barrel weld made it to 7.1 bar which is pretty good as 6 bar is needed for orbital flight. with more precise parts  better welding conditions we should reach 8.5 bar which is the 1.4 factor of safety needed for crewed flight.,4231,243,169,0.47000000000000003,positive,0.9035,positive
2020-01-10,95.62999725341795,-0.6627337258983124,Lower, toss a coin to ur witcher ,196018,24849,2462,0.0,neutral,0.0,neutral
2020-01-10,95.62999725341795,-0.6627337258983124,Lower, the sun is green peak photon frequency,2532,116,71,-0.2,negative,0.0,neutral
2020-01-10,95.62999725341795,-0.6627337258983124,Lower,bitcoin is not my safe word,114618,8280,2638,0.5,positive,-0.3412,negative
2020-01-13,104.97200012207033,9.768904252811183,Higher,  good analysis although a bit conservative imo. however using a high upper bound for land area thats still a tiny  of the us prob helps convert some naysayers. that giant fusion reactor in the sky called the sun outputs a truly staggering amount of energy!,3292,194,120,0.172,positive,0.8687,positive
2020-01-14,107.58399963378906,2.488282121595553,Higher,   very true. whats really mindblowing is how much energy the sun outputs  how little of it is absorbed by earth. there is sooo much solar energy. we can solar power all of human civilization with a tiny  of earths surface which is a super tiny  of energy emitted by the sun.,4446,385,174,0.15008333333333332,positive,0.9061,positive
2020-01-14,107.58399963378906,2.488282121595553,Higher,   advancing humanitys understanding of the universe is a fundamental motivator for spacex! starship can put giant  in orbit  on moon. with an occluder could image  in other star systems.,1861,150,79,-0.0625,negative,0.0,neutral
2020-01-14,107.58399963378906,2.488282121595553,Higher, one persons mri machine is anothers railgun! made a primitive one when i was studying physics at penn. hard to wield though.,2137,93,81,-0.2916666666666667,negative,-0.1759,negative
2020-01-14,107.58399963378906,2.488282121595553,Higher,   exactly. weve had good discussions with leading astronomers. one way or another well make sure starlink doesnt inhibit new discoveries or change the character of the night sky.,1414,108,53,0.3965909090909091,positive,0.8168,positive
2020-01-14,107.58399963378906,2.488282121595553,Higher,"tshirt is bulletproof  makes u buff!
 ",44725,2680,1715,0.0,neutral,0.0,neutral
2020-01-14,107.58399963378906,2.488282121595553,Higher,  thanks for mentioning! we shouldve done this ages ago.,7227,140,162,0.25,positive,0.4926,positive
2020-01-15,103.6999969482422,-3.610204769080738,Lower, just saw this today. tesla refunds in general should be easy to get electronically  certainly through customer service. will he addressed.,12042,227,326,0.23253968253968257,positive,0.6486,positive
2020-01-16,102.697998046875,-0.966247763601491,Lower,  whats amazing is how nonlinear the effect of gravity is. starship can travel by itself from surface of mars to surface of earth but requires massive booster on earth with orbital refilling to get to mars which is 38 of earth gravity.,1793,120,72,0.30000000000000004,positive,0.34,positive
2020-01-16,102.697998046875,-0.966247763601491,Lower,  densification isnt needed to return the ship  limited cargo from mars but its an option for increasing cargo return capability if needed,1166,54,22,-0.07142857142857142,negative,-0.1154,negative
2020-01-16,102.697998046875,-0.966247763601491,Lower, fundamental issue with sls is that its not reusable which means that a billion dollar rocket is blown up every launch!  tragedy.,3340,299,151,0.0,neutral,-0.69,negative
2020-01-16,102.697998046875,-0.966247763601491,Lower, densifying hydrogen is difficult as its liquid temp is close to absolute zero. much easier with ch4 which is an underappreciated advantage. cooling o2 is good too but becomes operationally difficult at n2 liquid temp as air is 78 n2. entire system wants to drip air!,1442,79,53,0.049999999999999996,positive,-0.2363,negative
2020-01-16,102.697998046875,-0.966247763601491,Lower, sorry migh have brought the site down,7108,174,266,-0.3277777777777778,negative,-0.0772,negative
2020-01-16,102.697998046875,-0.966247763601491,Lower,starship orbital vehicle sn1 liquid oxygen header tank  nosecone ,67141,3804,1177,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,best place to view is from the beach. excitement guaranteed! ,7532,356,204,1.0,positive,0.8268,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,dragon spacecraft supersonic abort test coming up either tomorrow or sunday depending on weather  ,25341,1382,504,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  what should we change?,853,48,286,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower, munros analysis of tesla engineering is accurate both pro  con. i think he will appreciate some elements of the model y body design.,2271,159,76,0.4000000000000001,positive,0.4019,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,   even more important for a a reusable rocket as cost of propellant actually becomes relevant  anything below tw of 1 is wasted fuel  oxygen,2166,80,57,0.22000000000000003,positive,-0.2748,negative
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  helping to pay for this is why im accumulating assets on earth.,5821,390,295,0.0,neutral,0.3612,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  loading the mars fleet into earth orbit then 1000 ships depart over 30 days every 26 months. battlestar galactica ,8662,516,304,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  aiming for 20 to 30 years like aircraft,1352,73,55,0.0,neutral,0.3612,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,   yes. there will be a lot of jobs on mars!,2877,266,360,0.0,neutral,0.4574,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  needs to be such that anyone can go if they want with loans available for those who dont have money,2268,184,239,0.2,positive,0.0772,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,  yeah. a lot of work is needed for propellant production on mars.,1058,56,46,0.0,neutral,0.296,positive
2020-01-17,102.0999984741211,-0.5822894156913949,Lower, building 100 starshipsyear gets to 1000 in 10 years or 100 megatonsyear or maybe around 100k people per earthmars orbital sync,4987,441,187,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower, starship design goal is 3 flightsday avg rate so 1000 flightsyear at gt100 tonsflight so every 10 ships yield 1 megaton per year to orbit,7040,520,243,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower,megatons per year to orbit are needed for life to become multiplanetary,58654,3212,1814,0.0,neutral,0.0,neutral
2020-01-17,102.0999984741211,-0.5822894156913949,Lower, reaction to cyberpunk 2077 slipping release date to september,6016,282,79,-0.1,negative,0.0,neutral
2020-01-21,109.44000244140624,7.189034355515278,Higher,   would like to take a moment to thank michael  zeev for helping tesla. it was very hard work  both couldve just rested on their laurels. much appreciated .,1248,76,38,-0.08958333333333335,negative,0.8319,positive
2020-01-21,109.44000244140624,7.189034355515278,Higher,      great talking with !,1615,93,85,1.0,positive,0.6588,positive
2020-01-21,109.44000244140624,7.189034355515278,Higher,   michael marks then zeev drori but i helped out as coceo as they didnt have much automotive domain expertise,1389,51,47,0.2,positive,0.0,neutral
2020-01-22,113.91200256347656,4.08625733032546,Higher, were working on it,1264,59,72,0.0,neutral,0.0,neutral
2020-01-22,113.91200256347656,4.08625733032546,Higher, its on the list,10912,173,117,0.0,neutral,0.0,neutral
2020-01-22,113.91200256347656,4.08625733032546,Higher,want to play the witcher game on your tesla? you can already watch the show on tesla netflix theater,78533,7915,3749,-0.4,negative,0.4019,positive
2020-01-22,113.91200256347656,4.08625733032546,Higher,  explains the sad lack of progress in candy research!,4434,172,181,-0.625,negative,-0.4389,negative
2020-01-22,113.91200256347656,4.08625733032546,Higher, yeah doors are 40 ft wide,1244,34,41,-0.1,negative,0.296,positive
2020-01-22,113.91200256347656,4.08625733032546,Higher, yeah we just finished two more propellant domes. spacex team  supporting suppliers are doing amazing work ring starship production.,3597,125,96,0.45,positive,0.836,positive
2020-01-23,114.44000244140624,0.463515578734075,Higher,  yeah system should adapt to most likely destination  anticipate school then work if thats owner preference,1430,51,81,0.25,positive,0.296,positive
2020-01-23,114.44000244140624,0.463515578734075,Higher, we should have a base on the moon a city on mars,5532,391,366,-0.8,negative,0.0,neutral
2020-01-23,114.44000244140624,0.463515578734075,Higher,    i love that heart of gold is moved by infinite improbability,2782,141,147,0.5,positive,0.6369,positive
2020-01-23,114.44000244140624,0.463515578734075,Higher,   we should strive to extend the light of consciousness into the cosmos,14249,1132,374,0.4,positive,0.1779,positive
2020-01-24,112.96399688720705,-1.2897636514425215,Lower,   v3 supercharger deployment will accelerate considerably this year,6489,326,304,0.1,positive,0.0,neutral
2020-01-27,111.60399627685548,-1.2039239472993346,Lower,   first two domes of sn1 are almost complete,1655,81,44,0.175,positive,0.0,neutral
2020-01-27,111.60399627685548,-1.2039239472993346,Lower,starship 9m test tank made 7.5 bar at room temp! small leak at a weld doubler. will be repaired  retested at cryo. ,27239,1377,593,-0.25,negative,-0.4003,negative
2020-01-28,113.37999725341795,1.5913417402695362,Higher,the stars in starships mirrored hull reflected,49122,1527,856,0.0,neutral,0.0,neutral
2020-01-28,113.37999725341795,1.5913417402695362,Higher, parent material strength roughly doubles so weld strength is the only real question mark,2372,80,81,0.03333333333333333,positive,0.7506,positive
